scheduler,trials,frames,users_per_macro,include_mobility,include_orientation,include_nlos,nlos_profile,mean_sinr_db,median_sinr_db,avg_rate_bpshz,p5_rate_bpshz,coverage_continuity_10db,coverage_continuity_20db,outage_probability_10db,outage_probability_20db,avg_outage_duration_frames,p95_outage_duration_frames,link_opportunity_mean_sinr_db,link_opportunity_median_sinr_db,link_opportunity_avg_rate_bpshz,link_opportunity_continuity_10db,link_opportunity_continuity_20db,link_opportunity_outage_probability_10db,link_opportunity_outage_probability_20db,link_opportunity_avg_outage_duration_20db,scheduled_link_continuity_10db,scheduled_link_continuity_20db,service_avg_rate_bpshz_all_users,beam_switching_rate,fairness_over_time,mean_served_fraction,mean_user_throughput_bpshz,p5_user_throughput_bpshz,worst_user_throughput_bpshz,avg_time_between_services_frames,mean_service_gap_frames,p95_service_gap_frames,mean_longest_service_gap_frames,p95_longest_service_gap_frames,starvation_probability_gap10,edge_served_frame_ratio,center_served_frame_ratio,edge_coverage_continuity_10db,edge_coverage_continuity_20db,edge_outage_probability_10db,edge_outage_probability_20db,center_coverage_continuity_10db,center_coverage_continuity_20db,edge_frame_fraction,time_s,experiment,case,seed,wall_time_s
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.44122927294343,-300.0,89.64563016335723,0.0,0.022859259259259253,0.010420105820105816,0.9771407407407408,0.9895798941798942,42.60378132118451,75.0,26.74462480507675,-300.0,75.07243628735812,0.1067037037037037,0.05232804232804232,0.8932962962962963,0.9476719576719577,20.661452565522332,0.1694637310849299,0.07974245372903122,14.92158628801634,0.014982839982839984,0.027361183744582386,0.16645079365079365,14.92158628801634,0.0,0.0,6.513412244155686,4.929650977226217,12.0,13.449603174603174,28.0,0.6467460317460317,0.16620538480530694,0.16516810441693375,0.023316126732518656,0.013345699756861746,0.9766838732674813,0.9866543002431383,0.022978776687010507,0.0082608909029538,0.4638095238095238,794.3507332801819,main,combined_mobility_orientation_nlos,9,794.4119393825531
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.27959899350924,-7.202952025959356,188.55027811458703,0.0,0.05951957671957672,0.028515343915343914,0.9404804232804232,0.9714846560846561,47.870111586192515,75.0,29.799894022544766,-300.0,114.38185619665362,0.14772063492063492,0.07095873015873015,0.8522793650793651,0.9290412698412699,31.459633783638512,0.36434318472705746,0.18216763518722967,31.384343435250884,0.014982839982839984,0.06421431177876291,0.16645079365079363,31.384343435250884,0.0,0.0,17.23736790906449,15.797681601219365,63.0,42.992777777777775,75.0,0.9853968253968254,0.20911495323996973,0.13378561322238816,0.09507659299673123,0.06016329691896383,0.9049234070032688,0.9398367030810362,0.03310057083484396,0.004518886169316161,0.4638095238095238,816.690315246582,main,combined_mobility_orientation_nlos,9,816.7515161037445
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.14554229960009,-8.570238074653409,177.13689969142845,0.0,0.04986349206349206,0.02011428571428571,0.950136507936508,0.9798857142857142,34.21110577455943,75.0,26.716450906196684,-300.0,74.62603970422937,0.11045396825396823,0.05744550264550265,0.8895460317460318,0.9425544973544974,23.376479542293257,0.3760233185280995,0.1722903366688195,29.48457753847929,0.014982839982839984,0.05422785086347486,0.16645079365079363,29.48457753847929,0.0,0.0,11.678987095056657,10.56229132306207,43.0,35.076190476190476,75.0,0.9795238095238096,0.17561635303558265,0.16042149999765723,0.06472202598300295,0.02987428384929483,0.9352779740169971,0.9701257161507052,0.039563668580361235,0.013530453101230121,0.4638095238095238,833.4849324226379,main,combined_mobility_orientation_nlos,9,833.5466341972351
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.075415260747263,-7.023966586282238,185.3930004156789,0.0,0.05707830687830688,0.025819047619047613,0.9429216931216932,0.9741809523809524,32.71968296843901,75.0,28.851429785012478,-300.0,98.04059633255748,0.13134814814814816,0.06489841269841269,0.8686518518518518,0.9351015873015873,22.34765565727581,0.39964423246710035,0.20145994592120303,30.85881205649167,0.014982839982839984,0.06079539429222097,0.16645079365079363,30.85881205649167,0.0,0.0,14.127446365116043,11.625426155231194,47.0,36.88785714285714,75.0,0.9796825396825397,0.20317031140934524,0.1388736202566648,0.08810618531998624,0.04907364934466317,0.9118938146800137,0.9509263506553368,0.034388073945939505,0.008904987936322977,0.4638095238095238,859.5842094421387,main,combined_mobility_orientation_nlos,9,859.6445696353912
rr1,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.267909954497398,-300.0,88.67498991783597,0.0,0.022816931216931218,0.010441269841269835,0.9771830687830688,0.9895587301587302,42.6397793078291,75.0,26.53756354318396,-300.0,74.89250847601606,0.10718412698412698,0.05315132275132275,0.8928158730158731,0.9468486772486773,20.370913395865585,0.16708503495486032,0.07862475213270574,14.751201867792224,0.015060060060060061,0.02710775369685297,0.16635132275132275,14.751201867792222,0.0,0.0,6.512762527465573,4.929745627483496,12.0,13.45984126984127,28.0,0.6524603174603174,0.16534976762298081,0.1653339603486724,0.023147045469687596,0.013692336010260481,0.9768529545303124,0.9863076639897396,0.023235222005212375,0.008491157679409559,0.4587301587301587,796.175785779953,main,combined_mobility_orientation_nlos,10,796.2356977462769
max_sinr,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.011839225340438,-7.614024428359022,186.12457582045488,0.0,0.059410582010582004,0.028526984126984123,0.940589417989418,0.9714730158730158,48.08264809092338,75.0,29.498768967145345,-300.0,112.42054235890237,0.1470920634920635,0.07003809523809523,0.8529079365079365,0.9299619047619048,31.648444252376837,0.3636669930168192,0.1845594218401154,30.962069384261532,0.015060060060060061,0.06392618474290229,0.16635132275132275,30.962069384261536,0.0,0.0,17.515728480944933,15.74903042661229,63.0,43.18484126984127,75.0,0.9861111111111112,0.20645920207323165,0.1351744107665258,0.09456347527493189,0.06050600933456339,0.9054365247250681,0.9394939906654366,0.032600873521534755,0.0043309814943095284,0.4587301587301587,819.4801120758057,main,combined_mobility_orientation_nlos,10,819.5404815673828
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.96203185550144,-9.393163361827247,174.89506172297854,0.0,0.04992486772486772,0.02016402116402116,0.9500751322751323,0.9798359788359788,34.18284849379799,75.0,26.51595355107832,-300.0,74.34308742767574,0.11142116402116403,0.05777460317460318,0.888578835978836,0.9422253968253969,23.188785874264283,0.3764969104460406,0.17284702723086262,29.094024860291718,0.015060060060060061,0.05406438205418096,0.16635132275132275,29.09402486029172,0.0,0.0,12.01681764568969,10.567661104254977,43.0,35.09706349206349,75.0,0.9769047619047619,0.17377159098577827,0.16205812723181795,0.06453806680147371,0.03046674849598357,0.9354619331985263,0.9695332515040165,0.039838390160167436,0.012993193591749469,0.4587301587301587,827.2850811481476,main,combined_mobility_orientation_nlos,10,827.3455312252045
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.820992831571665,-7.525773134788918,183.05521904493787,0.0,0.05691746031746032,0.025716402116402113,0.9430825396825396,0.9742835978835979,32.71150429901229,75.0,28.590646322957518,-300.0,96.65447637412028,0.13102433862433863,0.06402751322751322,0.8689756613756614,0.9359724867724868,22.53200866131703,0.4021001341906692,0.20400916057619517,30.451477824658543,0.015060060060060061,0.06059943734902763,0.16635132275132275,30.451477824658543,0.0,0.0,14.315557969668719,11.579474968398154,47.0,36.95793650793651,75.0,0.9794444444444445,0.20075286649348725,0.14042212297964246,0.08752414088061271,0.04954433526523366,0.9124758591193873,0.9504556647347664,0.033896431082854055,0.00835671675951416,0.4587301587301587,861.8550806045532,main,combined_mobility_orientation_nlos,10,861.9160921573639
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.175659146968087,-9.312191685456664,175.44015078364265,0.0,0.0496031746031746,0.019889947089947086,0.9503968253968254,0.9801100529100529,34.490355254338276,75.0,26.59431871094855,-300.0,73.84166248041255,0.1097957671957672,0.056656084656084654,0.8902042328042328,0.9433439153439154,23.675041164285336,0.37531349468323294,0.1703579501966501,29.19398369421098,0.014943157443157445,0.05363411121664357,0.16640423280423283,29.193983694210978,0.0,0.0,11.98363283307267,10.61569145352128,43.0,35.06896825396825,75.0,0.9788888888888889,0.1755562420791621,0.1605516696697711,0.06469497075850213,0.029899172653751176,0.9353050292414978,0.9701008273462488,0.039817513285883246,0.013529535202622303,0.45396825396825397,822.0636842250824,ablation,combined_mobility_orientation_nlos,1,822.1239740848541
omn_no_outage,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.99591765279675,-7.693711037643622,181.307255449892,0.0,0.056628571428571424,0.025809523809523803,0.9433714285714285,0.9741904761904762,32.70953988275004,75.0,28.897074189270416,-300.0,99.26325647852957,0.1322232804232804,0.0654,0.8677767195767196,0.9346,22.3328444635497,0.39906266370502647,0.20154665022710425,30.170294744980335,0.014943157443157445,0.05978548354333229,0.16640423280423283,30.170294744980332,0.0,0.0,14.267873866385312,11.62967993386087,47.0,36.93825396825397,75.0,0.981031746031746,0.2068817852316336,0.13588496953301527,0.09039372126356957,0.05045264565707248,0.9096062787364304,0.9495473543429275,0.03251876155385952,0.0085683608504035,0.45396825396825397,850.2544195652008,ablation,combined_mobility_orientation_nlos,1,850.3144237995148
omn_no_edge,300.0,75.0,42.0,1.0,1.0,1.0,stress,30.178785324726046,-6.037003026921828,191.24136749079966,0.0,0.053232804232804236,0.02185714285714285,0.9467671957671958,0.9781428571428572,33.47256925583922,75.0,25.989639487720385,-300.0,68.31724771565382,0.10566772486772487,0.056987301587301586,0.8943322751322751,0.9430126984126984,24.91255486287775,0.3845672459815797,0.17693177862024975,31.82337303773886,0.014943157443157445,0.05492085731354767,0.16640423280423283,31.82337303773886,0.0,0.0,13.722317648005886,10.814326702634434,45.0,36.22071428571429,75.0,0.9689682539682539,0.17312492179242434,0.16275234578853612,0.06922556906589794,0.030314715522806582,0.9307744309341021,0.9696852844771934,0.04190226803049213,0.016595280204280565,0.45396825396825397,864.2721848487854,ablation,combined_mobility_orientation_nlos,1,864.3341062068939
omn_no_transition,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.08737544823184,-7.46471882086656,182.74636956783863,0.0,0.05654391534391534,0.025478306878306878,0.9434560846560847,0.9745216931216931,32.70207023898299,75.0,28.68276421831014,-300.0,96.6897478884789,0.12981798941798942,0.06414497354497355,0.8701820105820106,0.9358550264550265,22.66776880686915,0.3995477359700782,0.20014633261688375,30.409769425694982,0.014943157443157445,0.05995568232493291,0.16640423280423283,30.409769425694982,0.0,0.0,14.196514028994104,11.633458369022653,47.0,36.878015873015876,75.0,0.9815079365079366,0.20362106621826873,0.13856830234287387,0.08899309280809922,0.04929862981464174,0.9110069071919008,0.9507013701853583,0.03373304284065178,0.008887310050682681,0.45396825396825397,834.6841855049133,ablation,combined_mobility_orientation_nlos,1,834.7460246086121
omn_no_nlos,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.68679600834274,-7.589023030927494,180.75015082843854,0.0,0.05679047619047618,0.02568571428571428,0.9432095238095238,0.9743142857142857,32.960800458222955,75.0,28.97624416465542,-300.0,101.27103581628063,0.13423809523809524,0.06546349206349206,0.8657619047619047,0.934536507936508,22.870901745480914,0.4000539421366747,0.20139901895714551,30.07759017785568,0.014943157443157445,0.06078034775218164,0.16640423280423283,30.07759017785568,0.0,0.0,14.368809480884368,11.716686746091948,47.0,37.09309523809524,75.0,0.981031746031746,0.2068082644136958,0.13602868328785608,0.09059524061592537,0.05119400013004647,0.9094047593840746,0.9488059998699535,0.032997991129621936,0.0076794218056834935,0.45396825396825397,848.3651938438416,ablation,combined_mobility_orientation_nlos,1,848.4257369041443
omn_no_fairness,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.101287235408066,-7.74211142739772,180.079589471589,0.0,0.0582010582010582,0.028268783068783065,0.9417989417989419,0.9717312169312169,37.677909075988836,75.0,29.717031963145093,-300.0,114.63017050365455,0.1472010582010582,0.07140952380952381,0.8527989417989418,0.9285904761904762,26.343189937257964,0.3836167064070317,0.1990887221887883,29.966005929720968,0.014943157443157445,0.06289300675072652,0.16640423280423278,29.966005929720968,0.0,0.0,16.387597225675112,13.1651179891704,55.0,40.36904761904762,75.0,0.9834920634920635,0.2134603874489167,0.13027070250733006,0.09671306841281938,0.06042238889751518,0.9032869315871807,0.9395776111024848,0.030504707312949166,0.004748726929964307,0.45396825396825397,854.1121623516083,ablation,combined_mobility_orientation_nlos,1,854.1719505786896
omn_no_gap,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.223287782704368,-7.915211859441353,172.92016322518623,0.0,0.05717671957671956,0.026548148148148144,0.9428232804232805,0.9734518518518519,36.6528010200016,75.0,29.893398050071628,-300.0,117.47245293868669,0.15009629629629628,0.07243809523809523,0.8499037037037037,0.9275619047619048,25.19534348950848,0.4007030340258959,0.20606803514334315,28.774647097869824,0.014943157443157445,0.06273089104464974,0.16640423280423283,28.774647097869828,0.0,0.0,15.553892030367107,13.021058547389996,52.0,39.33428571428571,75.0,0.9842063492063492,0.21676097072252407,0.12797324354644432,0.09652114090725082,0.05751701333241256,0.9034788590927492,0.9424829866675875,0.029217781378548306,0.004397352368222761,0.45396825396825397,864.4664061069489,ablation,combined_mobility_orientation_nlos,1,864.526939868927
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.062084468870275,-7.475980599539552,182.6456499975039,0.0,0.05658095238095237,0.025501587301587296,0.9434190476190476,0.9744984126984128,32.75945359467824,75.0,28.700776147428297,-300.0,97.08084788895425,0.13025396825396826,0.06427089947089946,0.8697460317460317,0.9357291005291005,22.707205587797237,0.39968415652556205,0.20031595703748686,30.39300926286506,0.014943157443157445,0.06002346080160725,0.16640423280423283,30.393009262865064,0.0,0.0,14.211982578255133,11.656698086683733,47.0,36.91984126984127,75.0,0.9814285714285714,0.20389026301022053,0.13844029512798586,0.08921523773496812,0.04953911962170933,0.9107847622650319,0.9504608803782907,0.033673993183403014,0.008839925134794015,0.45396825396825397,859.6461229324341,ablation,combined_mobility_orientation_nlos,1,859.7063212394714
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.979561726460545,-8.415183347846497,176.3549696416097,0.0,0.04999576719576719,0.020366137566137563,0.9500042328042329,0.9796338624338624,34.29607676064165,75.0,26.622931057170884,-300.0,74.36446774855139,0.11122328042328043,0.05810793650793651,0.8887767195767196,0.9418920634920634,23.32149033170885,0.3775709774613304,0.1731601066577222,29.348079614580765,0.014907764907764907,0.05456286861994023,0.16641481481481482,29.348079614580765,0.0,0.0,12.09504555645332,10.542955418445601,43.0,35.105873015873016,75.0,0.9806349206349206,0.17526805907431114,0.15946385140847638,0.06562504829428416,0.030805294589826334,0.9343749517057158,0.9691947054101737,0.039535624867867554,0.013319692337713358,0.42634920634920637,819.0655100345612,ablation,combined_mobility_orientation_nlos,2,819.1264536380768
omn_no_outage,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.93385766134955,-7.217011022633133,183.2780654813162,0.0,0.057210582010582,0.02631534391534391,0.942789417989418,0.973684656084656,33.0792349726776,75.0,28.914868519931893,-300.0,99.17450569585088,0.13311957671957672,0.06553862433862434,0.8668804232804233,0.9344613756613757,22.345352868240592,0.4008146279911698,0.20328619213591792,30.50018532669074,0.014907764907764907,0.06104104534641489,0.1664148148148148,30.500185326690737,0.0,0.0,14.300656202438171,11.587790526625477,47.0,36.928492063492065,75.0,0.9788888888888889,0.2063062854262503,0.13513683080680144,0.09075898259827919,0.05176570966733642,0.9092410174017208,0.9482342903326636,0.03310302742253245,0.008145049903900043,0.42634920634920637,850.3433756828308,ablation,combined_mobility_orientation_nlos,2,850.403124332428
omn_no_edge,300.0,75.0,42.0,1.0,1.0,1.0,stress,30.15427680210516,-5.6796424516033115,192.54938467025417,0.0,0.05368253968253968,0.022540740740740736,0.9463174603174603,0.9774592592592592,33.468567701728325,75.0,26.009849662412215,-300.0,68.82824031750425,0.10741693121693122,0.05846984126984126,0.8925830687830688,0.9415301587301588,24.69253184580801,0.3860693917060434,0.1797669240004843,32.04307019260689,0.014907764907764907,0.05584309724012987,0.16641481481481482,32.04307019260689,0.0,0.0,13.745184566264609,10.743981778256659,45.0,36.25904761904762,75.0,0.969047619047619,0.17253544137518034,0.16209238494242506,0.07045534536720863,0.03171692491725424,0.9295446546327913,0.9682830750827458,0.04170523179523934,0.01631889047477939,0.42634920634920637,862.5744404792786,ablation,combined_mobility_orientation_nlos,2,862.6347525119781
omn_no_transition,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.927129556234487,-6.960157830035253,184.74277429306747,0.0,0.057169312169312175,0.026019047619047612,0.9428306878306878,0.9739809523809524,33.00742334588488,75.0,28.661974157670173,-300.0,96.56643095175781,0.1309132275132275,0.06433015873015872,0.8690867724867725,0.9356698412698413,22.669674905137935,0.4010174301714311,0.2021343570337519,30.743934572355954,0.014907764907764907,0.06117111801585011,0.16641481481481482,30.743934572355958,0.0,0.0,14.211256894241442,11.580976183475448,47.0,36.84865079365079,75.0,0.9788888888888889,0.20308895615005323,0.13777194554182023,0.08930292692819987,0.050516943760375466,0.9106970730718001,0.9494830562396246,0.03416014582915677,0.008519523759220621,0.42634920634920637,831.9954404830933,ablation,combined_mobility_orientation_nlos,2,832.0566701889038
omn_no_nlos,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.582222434325338,-7.085134437060261,183.19212723291955,0.0,0.05745820105820105,0.02627407407407407,0.9425417989417989,0.9737259259259259,33.1928071567708,75.0,28.942239748533414,-300.0,101.0514434225382,0.13515978835978837,0.06561693121693121,0.8648402116402116,0.9343830687830688,22.902733827877782,0.4006790576359215,0.2032131107356087,30.485883928998298,0.014907764907764907,0.061966085581038825,0.1664148148148148,30.485883928998298,0.0,0.0,14.433923051767541,11.665526382039777,47.0,37.08531746031746,75.0,0.9781746031746031,0.2064273051156445,0.13506157892074827,0.0910478687865943,0.05246695743551407,0.9089521312134057,0.9475330425644859,0.03332739715807453,0.007437404253031676,0.42634920634920637,849.7529458999634,ablation,combined_mobility_orientation_nlos,2,849.8135857582092
omn_no_fairness,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.08437604860895,-7.264363457270964,183.57018506506353,0.0,0.059071957671957664,0.02879365079365079,0.9409280423280424,0.9712063492063492,37.79402075440619,75.0,29.59723437745161,-300.0,112.80715997066216,0.14678201058201057,0.07040529100529101,0.8532179894179894,0.929594708994709,26.24247946228529,0.38650667179367726,0.20042053952176087,30.548798353123836,0.014907764907764907,0.06433945102235016,0.1664148148148148,30.548798353123832,0.0,0.0,16.556301471694404,13.068199538811195,54.0,40.25373015873016,75.0,0.981031746031746,0.21272937704556674,0.1298023587793972,0.09689065387507766,0.061301225594786436,0.9031093461249223,0.9386987744052135,0.03145763228852569,0.004673274325272188,0.42634920634920637,851.8155701160431,ablation,combined_mobility_orientation_nlos,2,851.875810623169
omn_no_gap,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.15101765521011,-7.541266454988946,176.0959491922326,0.0,0.058004232804232794,0.027093121693121693,0.9419957671957672,0.9729068783068783,37.00531294022942,75.0,29.851102383515247,-300.0,116.93857387958992,0.15083809523809524,0.07198095238095238,0.8491619047619048,0.9280190476190476,25.305958736113116,0.4018911090996822,0.20787832579418666,29.30497477446443,0.014907764907764907,0.0641207848697161,0.16641481481481482,29.304974774464426,0.0,0.0,15.772243198372214,13.015299715815214,51.0,39.34634920634921,75.0,0.9823809523809524,0.2165628317020469,0.12687443738053736,0.0969392854695296,0.058770883817497496,0.9030607145304704,0.9412291161825025,0.029808273838122075,0.004053537827657814,0.42634920634920637,863.5639088153839,ablation,combined_mobility_orientation_nlos,2,863.6243848800659
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.955114602962094,-6.975503488722984,184.77863981874364,0.0,0.05717671957671956,0.02606243386243386,0.9428232804232805,0.9739375661375661,33.05099292562933,75.0,28.66665497991551,-300.0,96.79088108394969,0.13115978835978837,0.06436296296296297,0.8688402116402116,0.935637037037037,22.727148879292617,0.4010349610511304,0.20222635807139164,30.749903127169585,0.014907764907764907,0.06122302266202989,0.1664148148148148,30.74990312716959,0.0,0.0,14.21979204533261,11.595636941737569,47.0,36.8815873015873,75.0,0.979047619047619,0.20326965300996588,0.13761955359768893,0.08935232542637768,0.05071391133068799,0.9106476745736223,0.949286088669312,0.03414933438839487,0.008441421480466319,0.42634920634920637,858.8034484386444,ablation,combined_mobility_orientation_nlos,2,858.8650143146515
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.122551446991555,-9.967306134860422,174.76139487055397,0.0,0.049463492063492064,0.020242328042328037,0.9505365079365079,0.9797576719576719,34.061915973806194,75.0,26.635912374686043,-300.0,74.10963711722513,0.11027195767195766,0.058011640211640216,0.8897280423280424,0.9419883597883598,23.303115183246074,0.3761337332855316,0.17440468328780848,29.081220769925103,0.014957099957099958,0.053602060758483436,0.16640529100529103,29.0812207699251,0.0,0.0,11.911117381605028,10.633159656606015,43.0,35.23134920634921,75.0,0.9792063492063492,0.17632846265503854,0.15832278883564552,0.06424588912405645,0.0302633330584222,0.9357541108759435,0.9697366669415778,0.039107497272646,0.013297903887425593,0.47619047619047616,819.9610030651093,ablation,combined_mobility_orientation_nlos,3,820.0214331150055
omn_no_outage,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.982156036585508,-8.053788527874126,180.74736553592268,0.0,0.05625291005291005,0.026068783068783068,0.94374708994709,0.973931216931217,32.83499821619693,75.0,28.97510116089396,-300.0,99.26943830034077,0.13216296296296295,0.06597989417989417,0.8678370370370371,0.9340201058201059,22.17933963212383,0.3981615372519577,0.20299839807851475,30.07731796044492,0.014957099957099958,0.0598795346568845,0.16640529100529103,30.077317960444923,0.0,0.0,14.215540936016652,11.669634392036027,47.0,37.09428571428571,75.0,0.9793650793650793,0.2060046822844039,0.13454699679310322,0.08826095042080781,0.05063770022990486,0.9117390495791922,0.9493622997700951,0.03207957253413505,0.008032073787093336,0.47619047619047616,854.7935378551483,ablation,combined_mobility_orientation_nlos,3,854.8539915084839
omn_no_edge,300.0,75.0,42.0,1.0,1.0,1.0,stress,30.271781972014956,-6.225049502454149,190.61867309205172,0.0,0.052910052910052914,0.02225396825396825,0.9470899470899471,0.9777460317460317,33.25786480454971,75.0,26.124448071971802,-300.0,68.93466917832629,0.10642962962962962,0.05857883597883597,0.8935703703703703,0.941421164021164,24.62406930720474,0.3840574026068689,0.1789470107801411,31.719955766925302,0.014957099957099958,0.05480292543199715,0.16640529100529103,31.719955766925302,0.0,0.0,13.565262165307885,10.849612979643556,45.0,36.38619047619048,75.0,0.9696825396825397,0.17352697198536554,0.16094449364194646,0.06889256789718134,0.031065068411350063,0.9311074321028187,0.96893493158865,0.04091877893857549,0.01628590082077838,0.47619047619047616,860.4225313663483,ablation,combined_mobility_orientation_nlos,3,860.4833142757416
omn_no_transition,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.01302890617289,-7.816684384733772,182.17131700976537,0.0,0.05618412698412698,0.025910052910052904,0.943815873015873,0.9740899470899471,32.63890366273092,75.0,28.77756934953865,-300.0,96.8463992211559,0.129994708994709,0.06485291005291004,0.870005291005291,0.93514708994709,22.459501359697054,0.39881189984228765,0.20322212848598623,30.31427101982712,0.014957099957099958,0.06011108207098146,0.16640529100529103,30.314271019827128,0.0,0.0,14.08747784116208,11.671536307468923,47.0,37.01888888888889,75.0,0.9797619047619047,0.20322504143539158,0.1369267451021821,0.08728343957198309,0.049799461595709506,0.912716560428017,0.9502005384042905,0.032783332022309326,0.008397099020045278,0.47619047619047616,833.7818219661713,ablation,combined_mobility_orientation_nlos,3,833.8431160449982
omn_no_nlos,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.65332530928073,-7.920186924473356,180.60905616804732,0.0,0.05642751322751322,0.026083597883597882,0.9435724867724867,0.9739164021164021,32.87320070007501,75.0,29.030705095908573,-300.0,101.26863895465715,0.13432169312169312,0.06611428571428571,0.8656783068783069,0.9338857142857143,22.71730848434926,0.3994729165135763,0.20400054029052228,30.054302549834865,0.014957099957099958,0.06087300917197376,0.16640529100529103,30.054302549834865,0.0,0.0,14.341502536492376,11.767077451639405,47.0,37.27023809523809,75.0,0.9795238095238096,0.20632867774163616,0.13451416235768818,0.08876315746422984,0.051575089378151646,0.9112368425357702,0.9484249106218483,0.03217074938972389,0.007206275784469012,0.47619047619047616,853.1523385047913,ablation,combined_mobility_orientation_nlos,3,853.2127404212952
omn_no_fairness,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.13183853599255,-8.043665197916392,180.48660518194978,0.0,0.05792275132275132,0.02861058201058201,0.9420772486772486,0.971389417989418,37.403756825034634,75.0,29.72089762957514,-300.0,113.71864787518996,0.14639153439153438,0.0712074074074074,0.8536084656084656,0.9287925925925926,26.058696039427588,0.3813607607893606,0.2010973511531346,30.03392605785941,0.014957099957099958,0.06302231274383585,0.16640529100529103,30.033926057859414,0.0,0.0,16.370291782159136,13.170824276876777,55.0,40.57579365079365,75.0,0.9815079365079366,0.21263462966696298,0.12893201424936607,0.09476084524205103,0.06035752102803768,0.905239154757949,0.9396424789719623,0.030024894706044202,0.004448906574405584,0.47619047619047616,851.0196239948273,ablation,combined_mobility_orientation_nlos,3,851.0786890983582
omn_no_gap,300.0,75.0,42.0,1.0,1.0,1.0,stress,27.307660659634543,-8.214094000788908,173.492854872614,0.0,0.05688148148148148,0.026966137566137565,0.9431185185185185,0.9730338624338625,36.48587413697326,75.0,29.91778993048227,-300.0,116.84795853954762,0.1495111111111111,0.07251111111111111,0.8504888888888888,0.9274888888888889,25.037907787236474,0.3988185622709499,0.20840714720352835,28.870129002416046,0.014957099957099958,0.06288503701181095,0.16640529100529103,28.87012900241605,0.0,0.0,15.569316592427453,13.087672370825718,52.0,39.583333333333336,75.0,0.9830952380952381,0.21609212402762684,0.12648376343613335,0.09450676028157674,0.05781825678012391,0.9054932397184232,0.9421817432198761,0.028633839159065335,0.003985518766194502,0.47619047619047616,858.9018912315369,ablation,combined_mobility_orientation_nlos,3,858.9624428749084
omn_pf,300.0,75.0,42.0,1.0,1.0,1.0,stress,28.957876262664172,-7.816684384733772,181.97074586960673,0.0,0.05619153439153439,0.02589312169312169,0.9438084656084657,0.9741068783068783,32.72650028441411,75.0,28.787644298995538,-300.0,97.079708592468,0.1302042328042328,0.06491534391534391,0.8697957671957672,0.9350846560846561,22.48257174842255,0.39839908456557016,0.2031026655762208,30.280894920881764,0.014957099957099958,0.06019988277363802,0.16640529100529103,30.280894920881764,0.0,0.0,14.110871450087233,11.688161194118432,47.0,37.045476190476194,75.0,0.9798412698412698,0.20332690895676464,0.13678570138060375,0.08729881677166627,0.049904251577065996,0.9127011832283337,0.950095748422934,0.032752478137456464,0.008286703098827815,0.47619047619047616,858.9991774559021,ablation,combined_mobility_orientation_nlos,3,859.0611236095428
proportional_fair,300.0,75.0,42.0,1.0,1.0,1.0,stress,29.270362501666657,-9.547337609200655,177.56170386943498,0.0,0.05002645502645502,0.020767195767195764,0.949973544973545,0.9792328042328042,33.63654538184726,75.0,26.986964795006422,-300.0,76.08484405801218,0.11190476190476191,0.059557671957671955,0.888095238095238,0.9404423280423281,22.63442339038305,0.3803335151297137,0.18186258420525744,29.54983754754966,0.015066495066495069,0.05380896852411918,0.16642010582010583,29.549837547549664,0.0,0.0,11.696777399032229,10.616920049598361,43.0,35.06706349206349,74.0,0.9776190476190476,0.17572078766406965,0.15964764146105004,0.06377623897712927,0.03051516762684093,0.9362237610228707,0.9694848323731591,0.039815142025782034,0.014017237562983693,0.48158730158730156,820.4995036125183,ablation,combined_mobility_orientation_nlos,4,820.5602145195007
